1713836417.6285563,-11928,10924,-3288
1713836417.7312381,-11336,10896,-3012
1713836417.8338866,-12240,10628,-2848
1713836417.9365528,-11256,10624,-3352
1713836418.0392263,-11400,11252,-3372
1713836418.141891,-13844,10840,-6056
1713836418.2445645,-12768,8232,-4552
1713836418.3473077,-13768,8972,-4940
1713836418.4499776,-12520,8152,-2548
1713836418.552636,-10608,7712,-784
1713836418.6553073,-10072,9364,1504
1713836418.757969,-10112,11460,5564
1713836418.8606474,-9920,14036,8908
1713836418.9633312,-11540,11272,12520
1713836419.0660179,-9092,9656,8340
1713836419.168677,-7752,11264,10052
1713836419.271328,-8276,11488,8592
1713836419.3739986,-7876,12740,9540
1713836419.4766748,-8144,11992,10148
1713836419.5793343,-6260,14132,7684
1713836419.6819887,-7852,10120,8404
1713836419.7846408,-8988,9856,3948
1713836419.8873057,-9976,9596,848
1713836419.990011,-11352,10084,752
1713836420.0926616,-12212,8304,-1476
1713836420.195329,-11736,8628,-4480
1713836420.2979803,-14864,14536,-6684
1713836420.4006455,9148,10292,22508
1713836420.5033069,-7276,11460,-4660
1713836420.6059752,-11180,12868,-3136
1713836420.7086394,-11096,11552,-3144
1713836420.8113093,-9800,11336,-3556
1713836420.914025,-10908,11932,-1968
1713836421.0167356,-10676,12136,-2216
1713836421.1194074,-10792,11436,-2572
1713836453.6623564,-11236,11608,-2428
1713836453.7650237,-11848,10800,-3268
1713836453.8676784,-11844,9936,-2820
1713836453.9703245,-12040,10488,-3332
1713836454.07296,-11880,10524,-3540
1713836454.1755974,-12132,10404,-3648
1713836454.27822,-12644,11036,-3716
1713836454.3808687,-13648,12024,-3076
1713836454.483515,-14336,10368,-5132
1713836454.5861506,-12484,7372,-3604
1713836454.688799,-11020,6924,-2000
1713836454.791457,-10192,8480,-72
1713836454.8940928,-10828,9220,3468
1713836454.996739,-10524,10600,8380
1713836455.09937,-10740,10344,9488
1713836455.2019978,-11232,9200,8052
1713836455.304623,-10732,10504,9776
1713836455.40726,-9844,9396,8908
1713836455.509897,-9648,9680,9696
1713836455.6125174,-11076,10576,9660
1713836455.715161,-11112,8240,8000
1713836455.8178198,-12348,10444,6976
1713836455.920457,-12288,9848,4072
1713836456.0231123,-10340,8164,1328
1713836456.125733,-10556,7268,-1336
1713836456.228358,-10500,7376,-2004
1713836456.330976,-12244,8464,-4360
1713836456.4336076,-11808,8828,-5956
1713836456.5362637,-6308,4064,-5324
1713836456.638918,-13212,4200,-4628
1713836456.7415457,-12816,7720,-6608
1713836456.8441796,-11848,7648,-7336
1713836456.946817,-12704,7156,-6460
1713836457.0494466,-12704,7652,-6332
1713836457.1520789,-12416,7580,-6280
1713836457.2546988,-12504,7744,-5972
1713836491.2005882,-11236,9276,-7960
1713836491.3032167,-10784,8888,-7576
1713836491.4058144,-10856,8640,-7340
1713836491.5084229,-11220,8828,-7472
1713836491.6110098,-10604,8868,-7768
1713836491.7135894,-10512,8868,-7760
1713836491.816184,-10388,8784,-7720
1713836491.9188483,-13216,9772,-10108
1713836492.0214725,-13508,9940,-11220
1713836492.1240606,-12232,8536,-9664
1713836492.2266436,-9756,5900,-6396
1713836492.3292367,-8932,7788,-3204
1713836492.4318192,-8912,8504,740
1713836492.5344064,-12336,9456,5520
1713836492.6369889,-13076,10220,7140
1713836492.739574,-11984,10536,8308
1713836492.842195,-11536,9676,7684
1713836492.944811,-11444,9624,7524
1713836493.0474098,-11764,9380,7612
1713836493.1499984,-12308,9828,7444
1713836493.2525783,-12288,10248,7496
1713836493.3551588,-11984,9112,6752
1713836493.4577515,-12208,8736,2704
1713836493.5603452,-12332,6840,780
1713836493.662924,-11760,7276,-3184
1713836493.7655084,-11300,7476,-6496
1713836493.8681302,-11204,9880,-8392
1713836493.970747,-10800,10236,-7488
1713836494.0733378,-5720,-5152,-3676
1713836494.1759188,-12220,10712,-7708
1713836494.2784975,-10604,8784,-8020
1713836494.3810956,-10496,8720,-8256
1713836494.48368,-10884,8416,-7608
1713836494.5862622,-10556,8260,-7728
1713836494.688871,-9820,8348,-7392
1713836523.8039079,-10200,12772,-4292
1713836523.9065428,-9704,12036,-4544
1713836524.0091543,-9848,12028,-4232
1713836524.111748,-9832,12116,-4376
1713836524.2143288,-9672,12088,-4556
1713836524.3169193,-10776,12004,-6040
1713836524.419511,-10876,9296,-6568
1713836524.5221167,-9856,10876,-8028
1713836524.6247334,-10188,10448,-5696
1713836524.7273242,-7748,9292,-3312
1713836524.829922,-10596,12524,144
1713836524.932519,-9364,12284,2392
1713836525.0351288,-9012,12524,3792
1713836525.1377254,-8452,13448,4976
1713836525.2403166,-8252,13960,5736
1713836525.3429034,-8048,14204,5844
1713836525.4454854,-7448,13812,6552
1713836525.5480714,-7628,13364,6004
1713836525.6506565,-8004,13836,6608
1713836525.7532377,-7920,14072,7188
1713836525.8558226,-8640,14124,5636
1713836525.95841,-8768,12284,3148
1713836526.0610034,-7880,10704,-920
1713836526.1636045,-8548,11000,-3844
1713836526.266186,-9212,9244,-6016
1713836526.3687713,-10184,10184,-11260
1713836526.4713569,-11340,8436,-6000
1713836526.573947,-8360,5800,-520
1713836526.6765287,-7224,4764,-7272
1713836526.779112,-8208,8976,-10044
1713836526.8817027,-8068,11336,-8120
1713836526.9842947,-8484,10340,-8356
1713836527.0868783,-8176,9292,-9432
1713836527.1894624,-8176,9840,-9208
1713836527.2920468,-8000,10092,-8960
1713836527.394636,-8152,9748,-9212
1713836527.497229,-8284,9748,-8988
